Date	Rev	sentiment	
21-Aug-15	keep uninstalling phone week reinstall work vehicle dont know phone problem pandora problem pandora try get buy update version pandora try go work cant get free version work im surely go pay	0.45	
24-Dec-15	pandora great	0.8	
3-Nov-13	awesome way listen favorite artist dont know live without pandora first thing turn head kitchen cook love stay genre prefer	0.477272727	
7-Feb-17	good apps	0.7	
2-Nov-12	im increasingly dislike pandora everyday morning pandora crash phone five time play full song night constant crash battle tablet ad nonpaid version overwhelm often uninteresting material full version far expensive little control user actually even consider pay use love pandora	0.045833333	
5-May-13	one favorite apps negative thing thumb close toddler accidently press wrong button also get little repetitive hear lot accoustic live version right original record track would nice able skip song pay get rid add understandable could worse arent easy accidently hit apps still pay think worth pay interrupt loud add kind embarassing stop light	0.162056953	
28-Feb-14	pandora excellent job play music like better theme dedicate radio station mix type music country blue take anywhere kindle commercial unobtrusive superior subscription satellite radio best music option	0.533333333	
28-Jan-14	grandchild tell pandora quite since receive new kindle actually try love able select music enjoy listen music dont like well pop up annoy understand im able pay eight dollar month expensive limit budget discount senior	0.219480519	
15-Mar-14	enjoy able find song play radio focus favorite singer visual ad annoy audio one	0.35	
3-May-17	great music selection really help pas time	0.5	
31-Jan-14	pandora wonderful way hear music like whether particular style particular artist even give music similar favorite pick set ipad room might work lounge couple click music enjoy play hour minute choice great stuff	0.433333333	
11-Aug-17	great selection music good sound	0.633333333	
16-Feb-15	great first four month h e double hockey stick break lose couldnt log due tech difficulty ridiculous amount commercial	0.098611111	
6-Jan-14	one thing love pandora one artist lead another introduce music musician fact access anywhere help make road trip car spin gym wish play list favorite artist longerdeeper serious limitation hope growth enable gradually overcome	0.222222222	
14-Nov-16	find new music fall love pandora dont hear song	0.318181818	
21-Jun-14	enjoy read book get right see movie captain phillips actually enjoy movie tom hank act last minute film tremendous book give little detail case didnt miss see movie however book worth read	0.218792517	
20-Sep-15	dont pay attention excessive ad skip limit cut song halfway pandora awesome music app enjoy time pandora one music play better recommend anyone ear	0.4125	
30-Sep-17	great	0.8	
4-Nov-17	pandora simply awesome fact live six block awesome place make even better good job pandora	0.667272727	
15-Aug-17	always work stable app music playlist good ability remove song strong plus	0.566666667	
31-Jul-17	wow great musical listen experience	0.3	
2-Jan-13	wife introduce system listen morning isnt mood listen radio yell commercial recently start thing really enjoy able select music want thank pandora	0.225	
20-Oct-17	love hving choice music wherever go	0.5	
20-Aug-17	listen pandora practically everyday really like feature allow create station around various genre band song pop head know bandsinger create station use name pandora play stuff along similar music artist great play background office im work two thumb two big toe	0.133333333	
12-Nov-16	really start listen really like	0.2	
19-Mar-16	best app ever since bear	1	
13-Aug-16	love app u get favorite music one place cant request song like show thumbprint radio	0.5	
18-May-15	many commercial dead space good stumble across song purchase music site add mp	0.19	
23-May-14	love app would love search capability find older music artist member old school older tune would flow nicely today musical mix know people could mix older tune today music create beatuiful relax experience	0.275	
20-May-17	also log	0	
12-Feb-16		0	
13-Apr-16	awesome say thank	1	
7-Dec-16	okay first great app love live usa live france app work miss mu music use listen please please please fix listen pandora music	0.387121212	
14-Jan-14	thoroughly enjoy music great variety easy listen love would refer others	0.533333333	
25-Mar-13	pandora one best thing ever computer able listen type music enjoy remarkable music selection play everything truly enjoy rarely ever thumb rat would highly reccommend music lover like magic puff music love	0.501111111	
8-Jan-14	love app im still little new way around pandora know enjoy perfect read news article enjoy new book browse web go take day learn way around isnt difficult rich customize	0.251136364	
20-Aug-17	great	0.8	
15-Nov-12	great app simple use give song actually really like problem menu button seem work press pause song hit home button device instead able press quit please fix	0.375	
26-Mar-13	love app pay version ad free version annoy beyond word like customize playlist discover new artist genre like havent listen radio year im sick commercial beat song dead repeat every song discover new artist music do pandora wish would allow skip unlimited amount track esp pay member doesnt seem fair force listen song dislike mood highly recommend pandora	0.124271284	
25-Jul-15	love pandora allow chance pick music style want listen make channel play similar music find new artist never hear everyday dont like song play give thumb disappear playlist channel pick clean house dance hang love pandora	0.217171717	
1-Sep-16	boomer e intelligent conservative sport caster know football specificallyand ice hockeyand ny sport	0.8	
7-Aug-15	pandora work great yesterday none station available kindle fire hd problem iphone fix fix kindle	0.6	
24-Jun-14	music good thing easy use arent many radio interruption maybe three per hour thing dont like ask age gender suggestion put wrong gender man dont get single woman pop ad woman vise versa	0.212380952	
