"date","review"
"September 9, 2015","Been great no long pauses as with other music apps"
"May 31, 2015","Just started using Amazon music. Seems to be a good selection of music."
"February 15, 2016","Works wonderful"
"April 17, 2015","love it! Interruption free music is always great! And, the selection is awesome."
"March 23, 2015","Great music, but not really useful if I can't use it without Internet access or wifi."
"October 29, 2015","Is there instructions for this program?"
"January 23, 2016","Great music choices."
"September 27, 2015","It's free, lots of choices, really awesome app"
"December 9, 2015","This is great so far loving it"
"February 28, 2016","Great music."
"March 30, 2016","Great"
"March 7, 2016","Good music"
"February 4, 2016","I liked it a lot!"
"March 11, 2016","Very good"
"December 3, 2015","So happy I discovered this app."
"March 16, 2016","Love it!"
"December 3, 2015","Like the selection and the app."
"July 20, 2014","I absolutely love the fact that a company cares enough about its customers to provide us with a few rewards! Thank you Amazon.com!"
"March 29, 2016","Good."
"March 20, 2016","Awesome"
"February 4, 2016","Easy. Good music."
"March 20, 2016","Awesome"
"January 7, 2015","It's great. Has a lot of older music and some recent-ish music. Great if you like classical music."
"September 16, 2015","Love it! No reason to have ant other music app."
"April 18, 2016","A"
"August 14, 2015","Don't really like the interface, its hard to find songs"
"August 23, 2015","i liek it! more ways to listen to my favorite people!"
"September 8, 2013","I have this app on all three of my laptops and both of my tablets. I just downloaded the app on my muve music smart-phone and so far so good. If you are a music lover this app is for you."
"February 15, 2015","Great selection of free music. There is a lot of content that is not available on Spotify."
"August 18, 2015","Great app! Easy to use and a great selection of music."
"May 18, 2015","Good selection of songs. Great Graphical User Interface with X~Ray lyrics"
"June 11, 2015","The music is older and I can't help but compare it to my Rhapsody..."
"January 20, 2016","Pretty good variety."
"May 25, 2013","The entire setup is a pain with amazon. When you try down music the platfom does not recognizethe app is installed. You end up with multiple copies, surprising for a platform as sophiscated as amazons."
"February 16, 2016","Love the music"
"February 16, 2014","I am learning how to use it to play the entire list instead of the same ones over and over. Plus, trying to see about downloading this app onto my MP3 player."
"February 16, 2016","they are great"
"September 14, 2015","Love it! Don't go anywhere without Amazon music."
"October 7, 2015","Good app for playing my Amazon Prime Music."
"October 7, 2015","I'm very happy. It's a good streaming music"
"February 29, 2016","As expected"
"November 1, 2013","an amazing mp3 that lets me put my music in the cloud player and this is something that I love. it is secure and when I want to download a mp3 to cd's simply amazing as I said before."
"September 14, 2015","I found a very good collection of music to enjoy"
"December 5, 2015","Works great on all my devices."
"February 11, 2016","difficulty sync"
"October 11, 2015","wont let me get any music . want to cancel"
"April 13, 2011","I like the application, but for some reason, it won't play samples on my Archos 70. If I know what I am looking for, it works great, but they would be getting a lot more sales if I could listen to samples from the device.  updating review: I now have the Acer Iconia A100 and this app works just fine."
"June 17, 2015","Love this app I use it daily this triples the value of having a Prime account"
"November 16, 2015","I love this. Listen to it evrryday"
"December 9, 2014","this is great I am so happy that I am a prime member. All this music right at your fingertips I love it"
"February 1, 2016","I'm very pleased."
"December 31, 2015","So many choices. Love it"
"March 24, 2016","Love it"
"November 16, 2015","So far I'm really enjoying this app."
"December 4, 2015","Great music all types of music"
"February 27, 2016","Good music!"
"February 27, 2016","jesus lives"
"February 9, 2016","Sound's Great !"
"August 15, 2015","Good music i like that they let you hear the full song"
"June 23, 2015","WHAT! I can't download the Amazon music app on my Amazon Tablet?"
"June 24, 2014","Music selection seems really great. I checked into it because I'm a Prime member and it's a great benefit to have access to free music."
"March 2, 2016","Good music"
"September 2, 2015","I downloaded it but it was not installed by Amazon"
"February 4, 2016","Outstanding App!"
"January 2, 2015","This does not work on my android tablet. So I'm very disappointed considering I am a prime member."
"March 11, 2015","Make a way to transfer songs from this app to the default music player on your device."
"May 19, 2015","Love it. Not listening to commercials and unlimited skips can't be beat."
"July 3, 2015","So many free artists/albums to choose from with prime. Love it!"
"February 4, 2016","I live this app."
"July 22, 2015","You can find everything you desire with fast download time!"
"February 8, 2016","Great selection"
"December 25, 2015","Best part of having prime"
"November 28, 2015","Quick, fast and easy.love it..."
"December 2, 2015","Love the sound. Well recorded."
"September 29, 2015","Wonderful selection of songs both new & old!"
"November 26, 2015","Great selection and absolutely love the 90's R&B"
"October 22, 2015","Great selection and fairly easy to use."
"August 27, 2015","Love the music selection - cannot beat the price..."
"February 25, 2016","Great music"
"January 20, 2016","use it all the time"
"February 16, 2016","Great product"
"October 7, 2015","It's great,I wish there were more artists."
"March 5, 2016","Great app"
"February 2, 2016","Dose not install"
"November 25, 2014","Shows your music in the library and allows you to download it to pretty much any device your logged into."
"February 29, 2016","works fine"
"October 7, 2015","Better than Pandora but more expensive lol"
"October 7, 2015","I like the Playlistsame they have created."
"October 7, 2015","Not for me. Did not have the latest music."
"February 29, 2016","It's cool!"
"February 29, 2016","Great app!"
"November 27, 2011","Brings my entire music collection to my mobile phone and Kindle Fire. Same playlists same songs all in one place. The ability for songs to automatically load to my cloud drive when I buy them is a big plus, as is the ease in which I can download the tracks back to my computer."
"June 26, 2014","Love it..great selection.. So much variety... Can't wait for more titles to be added there's something for everyone...lots of memories"
"February 29, 2016","Good stuff"
"September 9, 2015","So far I love it. Lots of great music for free."
"August 12, 2015","Seems Clumsy not as nicely laid out as other services."
"February 21, 2015","This App works well with streaming music and using the Amazon Music Service on the whole."
"October 29, 2015","Great, like having a personal jukebox"
"January 23, 2016","It's great thanks!"
"October 29, 2015","Love progressive jazz great selection"
"February 10, 2014","I love my new Amazon MP# app. on my phone. It plays all the songs I have purchased and enables me to add more to my collection at the touch of a button. This is fantastic!"
"October 20, 2015","Good music not enough on the prime list"
"March 8, 2016","Love it!"
"February 28, 2016","Great app."
"April 26, 2015","Couldn't find any new music I listen to. Rather just continue using Pandora."
"February 5, 2016","Best radio ever"
